id,fecha,producto,unidades,precio,subtotal,tasa_iva,iva,total,departamento
391,6/7/20,Higiene,9,30,270,10%,27,297,Colonia
392,6/1/20,Bebidas,1,396,396,0%,0,396,Durazno
393,5/9/19,Otros,6,470,2820,22%,620.4,3440.4,Cerro Largo
394,21/1/19,Higiene,6,391,2346,10%,234.6,2580.6,Maldonado
395,2/12/19,Limpieza,4,19,76,0%,0,76,Colonia
396,11/7/20,Otros,6,498,2988,10%,298.8,3286.8,Durazno
397,30/4/20,Alimentos,3,468,1404,10%,140.4,1544.4,Río Negro
398,17/9/19,Limpieza,5,120,600,22%,132,732,Durazno
399,24/11/19,Alimentos,3,78,234,0%,0,234,Soriano
400,18/7/20,Limpieza,3,327,981,10%,98.1,1079.1,Lavalleja
401,9/9/19,Higiene,3,391,1173,0%,0,1173,Rocha
402,1/9/20,Otros,1,484,484,0%,0,484,Lavalleja
403,16/3/19,Alimentos,5,160,800,10%,80,880,Colonia
404,27/9/19,Alimentos,3,191,573,10%,57.3,630.3,Soriano
405,29/1/20,Limpieza,5,49,245,22%,53.9,298.9,Artigas
406,4/4/20,Otros,3,334,1002,22%,220.44,1222.44,Tacuarembó
407,25/3/20,Alimentos,9,292,2628,0%,0,2628,Salto
408,3/3/20,Alimentos,7,399,2793,10%,279.3,3072.3,Flores
409,19/8/19,Higiene,7,131,917,0%,0,917,Florida
410,12/5/20,Otros,5,355,1775,10%,177.5,1952.5,Maldonado
411,6/3/20,Otros,4,56,224,10%,22.4,246.4,Salto
412,15/7/19,Higiene,9,453,4077,0%,0,4077,Tacuarembó
413,15/3/20,Otros,10,431,4310,10%,431,4741,Treinta y Tres
414,13/7/20,Higiene,8,346,2768,22%,608.96,3376.96,Canelones
415,29/8/20,Higiene,10,177,1770,0%,0,1770,Cerro Largo
416,11/3/19,Higiene,2,47,94,10%,9.4,103.4,Salto
417,25/8/19,Bebidas,4,428,1712,22%,376.64,2088.64,Río Negro
418,19/12/19,Alimentos,8,248,1984,22%,436.48,2420.48,Florida
419,10/8/19,Bebidas,10,474,4740,0%,0,4740,Río Negro
420,20/5/20,Limpieza,8,151,1208,0%,0,1208,Montevideo
421,21/7/20,Otros,7,96,672,22%,147.84,819.84,Rocha
422,23/6/20,Alimentos,4,460,1840,0%,0,1840,Treinta y Tres
423,2/2/20,Otros,9,315,2835,10%,283.5,3118.5,Rivera
424,18/8/19,Alimentos,5,235,1175,22%,258.5,1433.5,Lavalleja
425,16/9/19,Otros,5,375,1875,10%,187.5,2062.5,Florida
426,6/10/19,Limpieza,8,267,2136,22%,469.92,2605.92,Colonia
427,31/8/20,Limpieza,7,175,1225,10%,122.5,1347.5,Cerro Largo
428,27/7/19,Higiene,8,250,2000,10%,200,2200,Florida
429,22/6/20,Higiene,6,24,144,0%,0,144,Rivera
430,23/2/20,Higiene,5,112,560,22%,123.2,683.2,Cerro Largo
431,2/6/19,Bebidas,9,142,1278,10%,127.8,1405.8,Montevideo
432,17/1/20,Limpieza,6,209,1254,22%,275.88,1529.88,Florida
433,5/6/20,Bebidas,7,290,2030,0%,0,2030,Durazno
434,23/1/20,Higiene,2,22,44,0%,0,44,Rocha
435,16/1/19,Otros,10,360,3600,22%,792,4392,San José
436,25/11/19,Bebidas,8,358,2864,10%,286.4,3150.4,Colonia
437,5/9/20,Limpieza,8,404,3232,0%,0,3232,Río Negro
438,28/2/20,Higiene,6,499,2994,0%,0,2994,Treinta y Tres
439,5/2/19,Alimentos,9,191,1719,10%,171.9,1890.9,Rocha
440,7/1/19,Higiene,7,474,3318,0%,0,3318,Salto
441,5/5/19,Higiene,6,121,726,0%,0,726,Flores
442,19/1/19,Higiene,7,375,2625,10%,262.5,2887.5,Rocha
443,19/6/19,Otros,5,458,2290,22%,503.8,2793.8,Colonia
444,17/7/20,Otros,3,423,1269,10%,126.9,1395.9,Flores
445,23/1/19,Higiene,7,136,952,10%,95.2,1047.2,Maldonado
446,12/4/20,Otros,8,460,3680,10%,368,4048,Artigas
447,1/4/19,Alimentos,10,364,3640,10%,364,4004,Montevideo
448,30/6/19,Alimentos,8,500,4000,0%,0,4000,Colonia
449,25/4/19,Higiene,8,92,736,10%,73.6,809.6,Río Negro
450,30/4/19,Limpieza,3,52,156,0%,0,156,Tacuarembó
451,9/3/19,Alimentos,9,309,2781,0%,0,2781,Río Negro
452,7/5/20,Higiene,9,10,90,22%,19.8,109.8,Florida
453,28/3/19,Otros,4,246,984,10%,98.4,1082.4,Canelones
454,31/1/20,Limpieza,6,220,1320,10%,132,1452,Soriano
455,4/1/20,Otros,5,340,1700,0%,0,1700,Florida
456,16/1/20,Alimentos,3,397,1191,22%,262.02,1453.02,Lavalleja
457,19/3/19,Alimentos,7,150,1050,0%,0,1050,Salto
458,17/3/20,Otros,3,70,210,22%,46.2,256.2,Salto
459,15/2/19,Alimentos,8,118,944,22%,207.68,1151.68,Maldonado
460,12/8/20,Otros,7,65,455,0%,0,455,Rocha
461,16/5/19,Otros,7,414,2898,0%,0,2898,Artigas
462,23/1/20,Otros,3,14,42,22%,9.24,51.24,Flores
463,24/6/19,Higiene,7,108,756,22%,166.32,922.32,Rivera
464,11/6/20,Alimentos,7,494,3458,0%,0,3458,Tacuarembó
465,18/5/19,Limpieza,7,472,3304,10%,330.4,3634.4,Artigas
466,8/2/19,Otros,10,74,740,10%,74,814,Cerro Largo
467,8/8/20,Bebidas,6,367,2202,10%,220.2,2422.2,Florida
468,21/2/19,Otros,10,390,3900,0%,0,3900,Salto
469,1/7/19,Higiene,6,75,450,10%,45,495,Colonia
470,1/10/19,Otros,4,360,1440,0%,0,1440,Tacuarembó
471,25/6/20,Limpieza,2,265,530,0%,0,530,Cerro Largo
472,18/12/19,Limpieza,7,39,273,0%,0,273,Montevideo
473,23/6/19,Alimentos,6,201,1206,10%,120.6,1326.6,Río Negro
474,1/2/20,Alimentos,1,109,109,10%,10.9,119.9,Montevideo
475,1/6/20,Limpieza,7,328,2296,10%,229.6,2525.6,Durazno
476,12/7/19,Alimentos,10,86,860,10%,86,946,Flores
477,26/9/19,Alimentos,9,352,3168,0%,0,3168,Tacuarembó
478,22/9/20,Higiene,7,433,3031,22%,666.82,3697.82,Artigas
479,18/11/19,Limpieza,9,83,747,22%,164.34,911.34,Rivera
480,13/9/20,Higiene,3,298,894,10%,89.4,983.4,San José
481,7/9/19,Limpieza,8,364,2912,10%,291.2,3203.2,Montevideo
482,29/7/19,Alimentos,6,482,2892,0%,0,2892,Cerro Largo
483,4/7/19,Bebidas,4,462,1848,0%,0,1848,Salto
484,19/9/19,Higiene,5,244,1220,0%,0,1220,Rivera
485,14/7/19,Alimentos,3,76,228,10%,22.8,250.8,Artigas
486,18/3/19,Alimentos,6,63,378,22%,83.16,461.16,Rivera
487,26/5/19,Bebidas,8,342,2736,22%,601.92,3337.92,Durazno
488,12/12/19,Bebidas,2,164,328,10%,32.8,360.8,Soriano
489,7/3/20,Higiene,3,271,813,10%,81.3,894.3,Florida
490,4/5/20,Alimentos,6,207,1242,22%,273.24,1515.24,Rocha
491,11/9/20,Otros,2,224,448,0%,0,448,Rocha
492,19/2/19,Higiene,3,126,378,0%,0,378,Soriano
493,2/2/20,Higiene,3,100,300,0%,0,300,Maldonado
494,23/5/20,Bebidas,9,409,3681,10%,368.1,4049.1,Maldonado
495,5/4/19,Limpieza,7,150,1050,0%,0,1050,Río Negro
496,26/2/19,Otros,7,224,1568,0%,0,1568,Maldonado
497,5/4/20,Bebidas,2,344,688,22%,151.36,839.36,Rocha
498,21/2/19,Limpieza,7,489,3423,22%,753.06,4176.06,Lavalleja
499,27/7/19,Limpieza,3,30,90,10%,9,99,Montevideo
500,9/4/19,Limpieza,10,240,2400,10%,240,2640,Rocha
501,8/3/19,Bebidas,3,130,390,0%,0,390,San José
502,20/4/20,Alimentos,1,129,129,10%,12.9,141.9,Treinta y Tres
503,30/11/19,Alimentos,10,322,3220,22%,708.4,3928.4,Artigas
504,5/9/20,Otros,6,490,2940,10%,294,3234,Río Negro
505,20/6/20,Limpieza,9,159,1431,10%,143.1,1574.1,Canelones
506,2/2/19,Alimentos,2,85,170,10%,17,187,Maldonado
507,22/12/19,Otros,7,238,1666,22%,366.52,2032.52,Rocha
508,14/1/20,Bebidas,4,128,512,10%,51.2,563.2,Florida
509,19/7/20,Otros,6,392,2352,10%,235.2,2587.2,Paysandú
510,11/1/19,Alimentos,7,167,1169,10%,116.9,1285.9,Lavalleja
511,25/2/19,Bebidas,7,256,1792,22%,394.24,2186.24,Rocha
512,19/3/20,Limpieza,7,114,798,22%,175.56,973.56,Maldonado
513,26/4/19,Higiene,8,470,3760,10%,376,4136,Lavalleja
514,26/7/19,Limpieza,3,478,1434,0%,0,1434,Colonia
515,27/2/20,Bebidas,9,282,2538,0%,0,2538,Canelones
516,11/10/19,Limpieza,2,92,184,10%,18.4,202.4,Rocha
517,28/8/20,Higiene,10,268,2680,10%,268,2948,Canelones
518,11/7/20,Higiene,10,184,1840,10%,184,2024,Maldonado
519,25/6/20,Alimentos,3,315,945,10%,94.5,1039.5,Lavalleja
520,13/2/20,Bebidas,4,322,1288,22%,283.36,1571.36,Tacuarembó
521,2/3/19,Higiene,8,235,1880,0%,0,1880,Paysandú
522,7/6/19,Alimentos,7,239,1673,10%,167.3,1840.3,Lavalleja
523,6/3/20,Higiene,6,35,210,22%,46.2,256.2,Treinta y Tres
524,2/11/19,Bebidas,2,454,908,22%,199.76,1107.76,Lavalleja
525,14/9/19,Otros,6,291,1746,10%,174.6,1920.6,Paysandú
526,3/9/19,Higiene,10,406,4060,22%,893.2,4953.2,Artigas
527,12/6/19,Limpieza,7,91,637,0%,0,637,Flores
528,27/1/19,Bebidas,2,299,598,10%,59.8,657.8,Tacuarembó
529,24/1/19,Higiene,9,153,1377,10%,137.7,1514.7,Artigas
530,27/1/19,Bebidas,1,225,225,22%,49.5,274.5,Canelones
531,9/7/20,Higiene,2,323,646,10%,64.6,710.6,Durazno
532,1/12/19,Alimentos,1,158,158,22%,34.76,192.76,Tacuarembó
533,7/12/19,Otros,2,36,72,22%,15.84,87.84,Rocha
534,10/9/19,Otros,4,83,332,10%,33.2,365.2,San José
535,3/9/20,Bebidas,6,214,1284,10%,128.4,1412.4,San José
536,18/8/19,Alimentos,2,50,100,10%,10,110,Paysandú
537,15/10/19,Alimentos,4,463,1852,10%,185.2,2037.2,Cerro Largo
538,2/8/19,Alimentos,8,20,160,10%,16,176,Colonia
539,12/2/19,Limpieza,3,273,819,22%,180.18,999.18,Tacuarembó
540,3/1/20,Higiene,2,108,216,22%,47.52,263.52,Maldonado
541,25/7/19,Bebidas,1,242,242,10%,24.2,266.2,Río Negro
542,16/7/19,Otros,7,442,3094,10%,309.4,3403.4,Maldonado
543,20/2/19,Limpieza,3,465,1395,10%,139.5,1534.5,Salto
544,13/6/20,Otros,2,404,808,0%,0,808,Soriano
545,11/6/19,Higiene,7,449,3143,0%,0,3143,Rocha
546,12/1/20,Higiene,2,146,292,10%,29.2,321.2,Río Negro
547,26/12/19,Alimentos,7,488,3416,0%,0,3416,Maldonado
548,23/9/19,Higiene,6,469,2814,0%,0,2814,Florida
549,22/8/20,Alimentos,7,84,588,22%,129.36,717.36,Lavalleja
550,24/9/20,Higiene,4,232,928,22%,204.16,1132.16,Maldonado
551,22/7/19,Bebidas,1,90,90,10%,9,99,Río Negro
552,11/4/20,Alimentos,5,236,1180,22%,259.6,1439.6,Florida
553,15/10/19,Limpieza,8,95,760,22%,167.2,927.2,Paysandú
554,15/4/19,Limpieza,7,389,2723,0%,0,2723,Río Negro
555,6/1/19,Higiene,2,199,398,10%,39.8,437.8,Salto
556,6/4/19,Bebidas,2,435,870,10%,87,957,Flores
557,13/12/19,Higiene,1,107,107,0%,0,107,Lavalleja
558,19/4/19,Otros,7,161,1127,10%,112.7,1239.7,Río Negro
559,22/1/20,Alimentos,10,141,1410,22%,310.2,1720.2,Rocha
560,17/8/20,Otros,2,339,678,0%,0,678,Salto
561,6/9/19,Alimentos,7,217,1519,0%,0,1519,Montevideo
562,11/2/20,Otros,10,298,2980,10%,298,3278,Artigas
563,7/7/20,Otros,4,17,68,0%,0,68,Canelones
564,1/9/20,Otros,8,303,2424,22%,533.28,2957.28,Cerro Largo
565,10/8/20,Limpieza,9,450,4050,22%,891,4941,Montevideo
566,2/4/19,Limpieza,1,415,415,0%,0,415,Soriano
567,17/4/19,Otros,3,194,582,10%,58.2,640.2,Maldonado
568,25/2/20,Higiene,3,11,33,22%,7.26,40.26,Artigas
569,2/6/20,Limpieza,10,22,220,22%,48.4,268.4,Lavalleja
570,15/10/19,Alimentos,7,83,581,10%,58.1,639.1,Treinta y Tres
571,30/6/19,Bebidas,10,459,4590,22%,1009.8,5599.8,Treinta y Tres
572,14/3/19,Higiene,7,29,203,22%,44.66,247.66,Río Negro
573,23/7/20,Otros,2,203,406,22%,89.32,495.32,Durazno
574,12/2/19,Higiene,10,82,820,22%,180.4,1000.4,Montevideo
575,18/1/19,Limpieza,10,297,2970,10%,297,3267,Artigas
576,24/8/19,Alimentos,4,277,1108,0%,0,1108,Montevideo
577,3/4/19,Alimentos,6,194,1164,0%,0,1164,Canelones
578,10/11/19,Higiene,8,174,1392,0%,0,1392,Durazno
579,6/2/19,Limpieza,9,115,1035,0%,0,1035,Cerro Largo
580,17/11/19,Alimentos,9,420,3780,0%,0,3780,Paysandú
581,13/3/19,Limpieza,4,403,1612,22%,354.64,1966.64,Florida
582,29/5/19,Higiene,6,233,1398,10%,139.8,1537.8,Maldonado
583,19/9/19,Limpieza,5,201,1005,0%,0,1005,Soriano
584,13/12/19,Limpieza,7,268,1876,10%,187.6,2063.6,Cerro Largo
585,17/6/20,Alimentos,3,37,111,22%,24.42,135.42,Salto
586,12/12/19,Limpieza,4,314,1256,0%,0,1256,Florida
587,2/7/20,Limpieza,5,320,1600,0%,0,1600,Rocha
588,15/7/20,Higiene,3,47,141,0%,0,141,Río Negro
589,19/11/19,Limpieza,6,310,1860,0%,0,1860,Durazno
590,13/5/20,Alimentos,4,195,780,0%,0,780,Maldonado
591,22/2/19,Limpieza,8,126,1008,10%,100.8,1108.8,Soriano
592,2/7/20,Limpieza,9,356,3204,10%,320.4,3524.4,Canelones
593,24/1/20,Bebidas,6,30,180,22%,39.6,219.6,Artigas
594,2/9/20,Limpieza,4,445,1780,0%,0,1780,Treinta y Tres
595,12/1/20,Bebidas,7,272,1904,10%,190.4,2094.4,Colonia
596,15/11/19,Otros,9,71,639,22%,140.58,779.58,Soriano
597,10/7/20,Alimentos,4,83,332,0%,0,332,Flores
598,26/8/19,Alimentos,2,397,794,22%,174.68,968.68,Paysandú
599,21/3/20,Otros,8,178,1424,22%,313.28,1737.28,Flores
600,1/3/20,Alimentos,6,288,1728,22%,380.16,2108.16,Colonia
601,2/7/19,Limpieza,5,67,335,0%,0,335,Río Negro
602,8/6/19,Otros,7,158,1106,0%,0,1106,Río Negro
603,5/12/19,Bebidas,7,431,3017,22%,663.74,3680.74,Salto
604,17/1/19,Limpieza,10,243,2430,0%,0,2430,Maldonado
605,21/5/20,Otros,3,59,177,0%,0,177,Tacuarembó
606,21/7/20,Otros,7,70,490,0%,0,490,Cerro Largo
607,29/4/19,Alimentos,6,100,600,10%,60,660,Colonia
608,11/11/19,Otros,6,421,2526,22%,555.72,3081.72,Flores
609,2/1/19,Limpieza,9,260,2340,22%,514.8,2854.8,Soriano
610,28/8/19,Bebidas,5,30,150,0%,0,150,Colonia
611,25/5/19,Alimentos,5,91,455,10%,45.5,500.5,Florida
612,23/8/20,Limpieza,1,21,21,0%,0,21,Durazno
613,10/9/19,Bebidas,9,257,2313,0%,0,2313,San José
614,30/12/19,Otros,2,36,72,22%,15.84,87.84,Cerro Largo
615,10/7/19,Otros,5,100,500,0%,0,500,Montevideo
616,14/9/20,Bebidas,10,499,4990,10%,499,5489,Tacuarembó
617,26/12/19,Alimentos,10,423,4230,10%,423,4653,Río Negro
618,11/8/19,Bebidas,9,342,3078,0%,0,3078,Río Negro
619,14/2/20,Alimentos,7,479,3353,0%,0,3353,Salto
620,26/6/19,Bebidas,6,490,2940,22%,646.8,3586.8,Florida
621,11/7/19,Higiene,2,392,784,0%,0,784,Rivera
622,31/3/20,Alimentos,4,285,1140,10%,114,1254,Treinta y Tres
623,29/12/19,Higiene,2,353,706,10%,70.6,776.6,Treinta y Tres
624,14/5/20,Alimentos,4,296,1184,10%,118.4,1302.4,Florida
625,12/3/20,Higiene,1,46,46,22%,10.12,56.12,Río Negro
626,2/7/20,Alimentos,8,245,1960,10%,196,2156,Rivera
627,20/3/20,Higiene,3,436,1308,22%,287.76,1595.76,Flores
628,14/3/19,Alimentos,5,394,1970,0%,0,1970,Lavalleja
629,13/9/19,Higiene,2,89,178,10%,17.8,195.8,Cerro Largo
630,16/10/19,Otros,2,429,858,22%,188.76,1046.76,Tacuarembó
631,12/6/19,Bebidas,2,285,570,0%,0,570,Rocha
632,2/1/19,Alimentos,6,188,1128,0%,0,1128,Soriano
633,20/5/19,Limpieza,8,59,472,10%,47.2,519.2,Rivera
634,23/1/20,Otros,8,135,1080,22%,237.6,1317.6,Colonia
635,13/2/20,Alimentos,5,462,2310,22%,508.2,2818.2,San José
636,3/4/19,Limpieza,9,251,2259,0%,0,2259,Cerro Largo
637,18/10/19,Higiene,1,75,75,0%,0,75,Tacuarembó
638,15/11/19,Otros,2,145,290,22%,63.8,353.8,Paysandú
639,25/10/19,Bebidas,8,282,2256,22%,496.32,2752.32,Maldonado
640,22/3/19,Higiene,1,202,202,0%,0,202,Lavalleja
641,22/1/19,Limpieza,2,135,270,22%,59.4,329.4,Cerro Largo
642,10/12/19,Otros,8,203,1624,22%,357.28,1981.28,Rivera
643,5/7/20,Bebidas,8,81,648,0%,0,648,Río Negro
644,7/2/20,Otros,5,445,2225,22%,489.5,2714.5,Treinta y Tres
645,30/1/19,Otros,9,417,3753,22%,825.66,4578.66,Soriano
646,29/2/20,Alimentos,2,381,762,0%,0,762,Rocha
647,9/12/19,Alimentos,9,66,594,22%,130.68,724.68,Montevideo
648,29/5/20,Higiene,1,497,497,10%,49.7,546.7,Durazno
649,9/5/19,Alimentos,5,489,2445,0%,0,2445,Salto
650,8/1/19,Bebidas,5,142,710,22%,156.2,866.2,Lavalleja
651,14/1/19,Otros,10,95,950,0%,0,950,Soriano
652,15/2/19,Limpieza,2,21,42,22%,9.24,51.24,Rocha
653,26/6/20,Higiene,3,143,429,0%,0,429,Paysandú
654,3/5/20,Higiene,4,138,552,0%,0,552,Tacuarembó
655,5/7/19,Bebidas,2,51,102,22%,22.44,124.44,Rivera
656,23/7/19,Bebidas,7,373,2611,0%,0,2611,Flores
657,22/6/20,Limpieza,5,91,455,22%,100.1,555.1,Lavalleja
658,17/5/20,Higiene,4,323,1292,22%,284.24,1576.24,Lavalleja
659,17/3/19,Bebidas,8,34,272,10%,27.2,299.2,Rocha
660,12/3/20,Alimentos,5,410,2050,22%,451,2501,Maldonado
661,2/3/20,Otros,4,336,1344,0%,0,1344,Cerro Largo
662,30/1/19,Alimentos,1,156,156,0%,0,156,Lavalleja
663,30/1/20,Limpieza,1,391,391,0%,0,391,Tacuarembó
664,13/3/20,Alimentos,8,53,424,10%,42.4,466.4,Lavalleja
665,24/8/19,Higiene,10,195,1950,22%,429,2379,Río Negro
666,23/6/19,Alimentos,5,203,1015,22%,223.3,1238.3,Río Negro
667,23/3/19,Higiene,2,438,876,22%,192.72,1068.72,Florida
668,16/9/20,Limpieza,10,281,2810,10%,281,3091,Río Negro
669,20/6/19,Alimentos,10,370,3700,10%,370,4070,Flores
670,7/2/19,Alimentos,8,278,2224,22%,489.28,2713.28,Soriano
671,26/7/19,Bebidas,3,481,1443,10%,144.3,1587.3,Treinta y Tres
672,3/7/19,Bebidas,5,498,2490,10%,249,2739,Artigas
673,28/8/20,Higiene,1,319,319,10%,31.9,350.9,Flores
674,18/4/20,Limpieza,6,249,1494,0%,0,1494,Colonia
675,24/8/19,Higiene,3,405,1215,10%,121.5,1336.5,San José
676,25/3/19,Bebidas,8,317,2536,0%,0,2536,Tacuarembó
677,17/6/20,Alimentos,4,68,272,22%,59.84,331.84,Durazno
678,30/10/19,Higiene,1,257,257,0%,0,257,Durazno
679,26/2/20,Bebidas,10,421,4210,22%,926.2,5136.2,Colonia
680,11/6/19,Limpieza,6,69,414,0%,0,414,Flores
681,1/6/19,Otros,4,193,772,22%,169.84,941.84,Tacuarembó
682,4/3/20,Higiene,4,147,588,10%,58.8,646.8,Lavalleja
683,21/5/20,Bebidas,7,468,3276,0%,0,3276,Rivera
684,17/9/20,Otros,1,327,327,0%,0,327,Florida
685,9/6/20,Higiene,7,228,1596,0%,0,1596,Flores
686,21/9/19,Otros,2,237,474,10%,47.4,521.4,Flores
687,12/4/20,Limpieza,3,159,477,0%,0,477,Tacuarembó
688,23/9/19,Alimentos,4,134,536,0%,0,536,Montevideo
689,17/7/19,Higiene,10,406,4060,22%,893.2,4953.2,Treinta y Tres
690,27/1/20,Limpieza,5,196,980,10%,98,1078,Cerro Largo
691,15/8/19,Otros,5,96,480,0%,0,480,Salto
692,6/10/19,Limpieza,9,236,2124,22%,467.28,2591.28,Treinta y Tres
693,11/9/20,Alimentos,1,348,348,10%,34.8,382.8,Rocha
694,5/1/20,Higiene,2,277,554,10%,55.4,609.4,Río Negro
695,6/3/20,Alimentos,10,391,3910,22%,860.2,4770.2,Durazno
696,27/7/19,Alimentos,6,109,654,10%,65.4,719.4,Salto
697,4/12/19,Otros,5,421,2105,10%,210.5,2315.5,Tacuarembó
698,9/12/19,Limpieza,4,329,1316,0%,0,1316,Paysandú
699,24/7/20,Otros,2,301,602,22%,132.44,734.44,Montevideo
700,18/2/20,Alimentos,7,212,1484,22%,326.48,1810.48,Soriano
701,20/6/20,Otros,8,466,3728,22%,820.16,4548.16,Durazno
702,21/9/19,Otros,9,329,2961,0%,0,2961,Soriano
703,15/4/19,Bebidas,6,168,1008,10%,100.8,1108.8,Lavalleja
704,2/9/20,Otros,7,164,1148,0%,0,1148,Durazno
705,24/11/19,Otros,10,331,3310,10%,331,3641,Durazno
706,26/2/19,Alimentos,7,449,3143,10%,314.3,3457.3,Soriano
707,10/1/20,Bebidas,9,65,585,10%,58.5,643.5,Río Negro
708,18/8/20,Alimentos,5,171,855,22%,188.1,1043.1,Soriano
709,2/1/19,Otros,8,121,968,10%,96.8,1064.8,Paysandú
710,25/5/20,Bebidas,3,313,939,22%,206.58,1145.58,Durazno
711,15/4/19,Bebidas,5,129,645,10%,64.5,709.5,Colonia
712,25/1/20,Alimentos,8,154,1232,10%,123.2,1355.2,Tacuarembó
713,9/3/20,Bebidas,8,470,3760,22%,827.2,4587.2,Soriano
714,26/11/19,Limpieza,3,96,288,0%,0,288,Rivera
715,30/9/19,Bebidas,6,222,1332,10%,133.2,1465.2,Paysandú
716,23/12/19,Bebidas,4,498,1992,22%,438.24,2430.24,Rivera
717,13/8/19,Higiene,6,85,510,22%,112.2,622.2,Treinta y Tres
718,20/2/19,Otros,9,235,2115,0%,0,2115,Colonia
719,31/3/20,Higiene,4,347,1388,22%,305.36,1693.36,San José
720,8/9/20,Bebidas,2,439,878,0%,0,878,Paysandú
721,20/2/20,Otros,7,252,1764,0%,0,1764,Rivera
722,28/7/20,Alimentos,8,423,3384,0%,0,3384,Rivera
723,14/6/20,Limpieza,6,468,2808,22%,617.76,3425.76,Rivera
724,11/5/20,Higiene,7,329,2303,22%,506.66,2809.66,Río Negro
725,29/7/19,Higiene,9,237,2133,0%,0,2133,Colonia
726,16/7/19,Alimentos,1,14,14,10%,1.4,15.4,Salto
727,31/12/19,Bebidas,7,26,182,0%,0,182,Salto
728,27/8/20,Otros,3,102,306,22%,67.32,373.32,Flores
729,19/9/19,Otros,4,367,1468,0%,0,1468,Rocha
730,12/2/19,Alimentos,5,300,1500,10%,150,1650,Rocha
731,20/5/20,Otros,8,462,3696,0%,0,3696,Rocha
732,19/5/20,Otros,9,299,2691,22%,592.02,3283.02,Canelones
733,26/2/19,Higiene,7,365,2555,0%,0,2555,Cerro Largo
734,15/11/19,Otros,2,21,42,22%,9.24,51.24,Cerro Largo
735,14/10/19,Limpieza,2,190,380,10%,38,418,Salto
736,24/10/19,Limpieza,5,20,100,0%,0,100,Canelones
737,12/7/20,Otros,8,136,1088,10%,108.8,1196.8,San José
738,29/10/19,Limpieza,9,435,3915,10%,391.5,4306.5,Durazno
739,3/2/20,Limpieza,6,415,2490,10%,249,2739,Maldonado
740,2/10/19,Bebidas,3,251,753,10%,75.3,828.3,Flores
741,24/1/20,Otros,5,394,1970,0%,0,1970,Durazno
742,12/3/19,Higiene,7,264,1848,10%,184.8,2032.8,Durazno
743,24/7/20,Alimentos,9,164,1476,10%,147.6,1623.6,Colonia
744,9/12/19,Alimentos,9,40,360,0%,0,360,Paysandú
745,30/8/20,Limpieza,2,153,306,10%,30.6,336.6,Cerro Largo
746,20/8/20,Bebidas,2,98,196,0%,0,196,Tacuarembó
747,18/10/19,Higiene,2,137,274,10%,27.4,301.4,Artigas
748,29/2/20,Otros,5,313,1565,22%,344.3,1909.3,Soriano
749,9/4/19,Otros,4,19,76,0%,0,76,Paysandú
750,15/11/19,Limpieza,1,243,243,22%,53.46,296.46,Tacuarembó
751,4/8/19,Higiene,3,360,1080,0%,0,1080,Artigas
752,19/1/19,Limpieza,3,373,1119,22%,246.18,1365.18,Montevideo
753,8/7/19,Bebidas,5,80,400,10%,40,440,Montevideo
754,15/5/20,Bebidas,10,239,2390,22%,525.8,2915.8,Lavalleja
755,22/5/20,Alimentos,3,185,555,0%,0,555,Canelones
756,28/8/19,Bebidas,8,476,3808,0%,0,3808,San José
757,21/12/19,Otros,5,396,1980,0%,0,1980,Colonia
758,6/7/20,Otros,9,269,2421,22%,532.62,2953.62,Maldonado
759,7/4/19,Alimentos,5,274,1370,0%,0,1370,Salto
760,16/12/19,Alimentos,5,84,420,22%,92.4,512.4,San José
761,19/1/20,Alimentos,10,375,3750,0%,0,3750,Río Negro
762,20/2/19,Otros,9,59,531,10%,53.1,584.1,San José
763,24/4/19,Limpieza,9,287,2583,22%,568.26,3151.26,Soriano
764,1/12/19,Alimentos,1,458,458,0%,0,458,San José
765,24/4/19,Limpieza,5,91,455,0%,0,455,Cerro Largo
766,15/10/19,Limpieza,3,117,351,22%,77.22,428.22,Soriano
767,4/6/19,Higiene,10,163,1630,0%,0,1630,Flores
768,20/7/19,Higiene,3,375,1125,22%,247.5,1372.5,Colonia
769,8/1/20,Alimentos,5,377,1885,22%,414.7,2299.7,Florida
770,31/7/20,Otros,6,33,198,22%,43.56,241.56,Florida
771,24/8/20,Otros,10,496,4960,10%,496,5456,Rivera
772,28/9/20,Alimentos,1,47,47,10%,4.7,51.7,Treinta y Tres
773,12/6/20,Higiene,6,76,456,10%,45.6,501.6,Colonia
774,17/8/19,Alimentos,3,366,1098,10%,109.8,1207.8,Maldonado
775,21/9/19,Limpieza,8,318,2544,0%,0,2544,Treinta y Tres
776,11/7/20,Bebidas,7,399,2793,22%,614.46,3407.46,Artigas
777,4/7/19,Bebidas,4,430,1720,0%,0,1720,Salto
778,30/4/20,Higiene,1,270,270,10%,27,297,Río Negro
779,10/1/19,Higiene,1,480,480,10%,48,528,Maldonado
780,21/2/19,Higiene,10,163,1630,10%,163,1793,Lavalleja
781,18/7/20,Higiene,6,439,2634,22%,579.48,3213.48,Durazno
782,5/9/19,Alimentos,8,188,1504,22%,330.88,1834.88,San José
783,24/9/20,Bebidas,8,262,2096,0%,0,2096,Paysandú
784,4/6/19,Otros,7,133,931,10%,93.1,1024.1,Florida
785,23/7/19,Otros,9,317,2853,0%,0,2853,Río Negro
